1ALOCASIA;665;AMAZONICA POLLY;
1ANTHURIUM;666;ROSE;
1ANTHURIUM;667;AMIS;
1ANTHURIUM;668;BABY ORANGE;
1APHELANDRA;669;DANIA;
1ANTHURIUM;670;SNOW KING;
1CAMPANULA;671;BLUE CLIPS;
1DRACENA F;672;STEUDNERI;
1DRACENA M;673;BICOLOR;
1GUZMANIA;674;COMPOSITION;
1GUZMANIA;675;TORCH;
1GUZMANIA;676;TUTTI FRUTTI;
1PHALENOPSIS;677;2 RAMI;
1PHALENOPSIS;678;IKARA;
1SPATHIPHYLLUM;679;IVORY CUPIDO;
1STROMANTHE;680;TRIOSTAR;
CENTAU;681;PULCHRA MAJOR;
COTINUS;682;FOUNTAIN;
ECHINOPS;683;BLUE GLOBE;
LYSIMACHIA;684;CLETHROIDES;
ROSA;685;MARIE-CLAIRE;
RUBUS;686;FR THORNLESS;
TANACETUM;687;YELLOW VEGMO;
HYDRANGEA;688;VENDETTA;
HYPERICUM;689;DOLLY PARTON;
LIMONEUM;690;PINK EMILLE;
MENTA;691;PURPLE;
MENTA;692;SILVER;
PROTEA;693;BARBI;
ROSA;694;TR AUGUSTA LOUIS;
ROSA;695;TR CREAM BOUCHET;
ROSA;696;TR RED EDEN;
ROSA;697;TR SPL SENSATION;
ROSA;698;TR SUPER BUBBLES;
ROSA;699;TR VANILLA BOUQUET;
ROSA;700;BORDEAUX;
ROSA;701;EXTASE;
ROSA;702;OOPS;
ANTHURIUM;703;SANTE;
ANTHURIUM;704;TROPIC NIGHT;
LIMONEUM;705;LEMON JOY;
ANTHURIUM;706;SPICE;
PHALENOPSIS;707;WHITE;
ACONITUM;708;NAPELLUS PYRAMIDALE;
ALLIUM;709;BOLERO;
ALLIUM;710;GIGANTEUM;
ALSTROMERIA;711;SANTIAGO;
AMARANTHUS;712;GREEN CORD;
AMARANTHUS;713;YEARMING DESERT;
ASCLEPIA;714;ICE BALLET;
ASTILBE;715;ERIKA;
ASTILBE;716;WHASINGTHON;
CELOSIA;717;BOMBAY CANDY;
CELOSIA;718;BOMBAY FIORA;
CELOSIA;719;BOMBAY FIRE;
EUSTOMA;720;ARENA GOLD;
GENTIANA;721;WHITE;
GYPSOPHILA;722;OVER TIME;
KAAPS GROEN;723;SILVER;
LEUCADENDRON;724;OVERING;
LEUCADENDRON;725;MOUNTAIN;
MENTHA;726;PURPLE SENSATION;
MOLUCELLA;727;STUK;
PHYSALIS;728;LAMPION TAK;
ROSA;729;PINK FINESS;
ROSA;730;SPUTNIK;
ROSA;731;WOW;
